# UNREALISTIC DUMMY VARIABLES
efield[V]_vs_mu[m2/(Vs)]
Ar
-----------------------
4.56E+02	1.51E-04
1.13E+03	1.48E-04
1.93E+03	1.43E-04
2.40E+03	1.39E-04
3.02E+03	1.34E-04
3.46E+03	1.31E-04
3.79E+03	1.28E-04
4.15E+03	1.25E-04
4.44E+03	1.25E-04
4.73E+03	1.25E-04
5.13E+03	1.25E-04
5.50E+03	1.25E-04
5.79E+03	1.25E-04
6.21E+03	1.24E-04
6.54E+03	1.24E-04
6.70E+03	1.24E-04
6.94E+03	1.24E-04
7.54E+03	1.24E-04
7.74E+03	1.24E-04
7.99E+03	1.24E-04
5.00E+04	1.23E-04
5.91E+04	1.23E-04
7.00E+04	1.23E-04
8.28E+04	1.23E-04
9.79E+04	1.23E-04
1.16E+05	1.23E-04
1.37E+05	1.23E-04
1.62E+05	1.23E-04
1.92E+05	1.23E-04
2.27E+05	1.23E-04
2.68E+05	1.23E-04
3.17E+05	1.22E-04
3.75E+05	1.22E-04
4.44E+05	1.22E-04
5.25E+05	1.22E-04
6.21E+05	1.22E-04
7.35E+05	1.21E-04
8.69E+05	1.21E-04
1.03E+06	1.20E-04
1.22E+06	1.20E-04
1.44E+06	1.19E-04
1.70E+06	1.19E-04
2.01E+06	1.18E-04
2.38E+06	1.17E-04
2.82E+06	1.15E-04
3.33E+06	1.14E-04
3.94E+06	1.13E-04
4.66E+06	1.11E-04
5.52E+06	1.08E-04
6.52E+06	1.06E-04
7.72E+06	1.03E-04
9.13E+06	9.98E-05
1.08E+07	9.61E-05
1.28E+07	9.19E-05
1.51E+07	8.73E-05
1.79E+07	8.21E-05
2.11E+07	7.66E-05
2.50E+07	7.05E-05
2.96E+07	6.42E-05
3.50E+07	5.76E-05
-----------------------
